sentence	type	point
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh positive positive positive positive positive positive positive positive positive positive positive positive positive	POS	5
mới dùng không biết có xù lông hay ko	POS	4
nhưng bị xù lông nhanh áo rẻ không mong gì hơn nagative	POS	4
đồ dày dặn lắm cửa hàng ơi	POS	5
chủ cửa hàng tư vấn nhiệt tình positive	POS	5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh positive positive positive positive positive positive positive positive positive	POS	5
giá rất rẻ so với nhìu cửa hàng	POS	5
hạn sử dụng mới chất lượng sản phẩm tuyệt vời positive positive	POS	5
nên mua lớn hơn 2 cỡ thì vừa	NEU	3
túi đẹp positive	POS	5
dùng được 3 lần thấy ok positive positive	POS	5
rẻ đẹp ạ positive	POS	5
chất lượng ok so với giá tiền positive positive	POS	5
giao hàng nhanh nhưng cỡ notpos 	NEG	2
đặt 37 cái rất đẹp nhưng bảo một form mà lại có cái dài hơn 1 tí cái ngắn 1 tí nhung mà chung lại thì rất ok đáng tiền vải không dày sờ mát tay positive nagative positive	POS	5
rộng và dài quá	NEG	2
chất lượng sản phẩm tuyệt vời chỉ có giao hàng hơi lâu thôi à positive positive nagative	POS	4
tay áo quá ngắn nagative	NEG	1
chất lượng sản phẩm tuyệt vời rất ưng ý positive positive positive	POS	5
đặt cỡ s mà cửa hàng giao cỡ m	NEU	3
quá đẹp positive	POS	5
mình hiểu việc có 1 2 hạt hỏng cũng khó tránh nhưng ntn thì nhiều quá tuy nhiên điều làm mình khó chịu nhất đó là khi mình phản ảnh cửa hàng notpos xin lỗi  1 câu không thèm trả lời tin nhắn luôn nagative nagative nagative	NEG	1
đóng gói sản phẩm rất đẹp và chắc chắn positive positive	POS	5
cửa hàng phục vụ rất tốt rất đáng tiền positive	POS	5
hàng đúng với yêu cầu positive	POS	5
đóng gói sản phẩm rất đẹp và chắc chắn positive positive	POS	5
mẫu không giống hình như vãi dù các bạn không nên mua hình một nơi áo 1 nẽo cửa hàng nc không có tâm	NEG	1
vải mặc đẹp rất ưng và thích positive positive positive	POS	5
khuyên mọi người nên ủng hộ cửa hàng	POS	5
from ao thi đẹp ma chất lieu ni long không giong trog hih hoi that vog positive	NEG	1
muốn trả lại	NEG	1
hàng chất lượng ổn dây hơi dài phải cắt thôi positive positive	POS	5
chất lượng cực thích positive positive	POS	5
đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh chất lượng sản phẩm tuyệt vời positive positive positive positive positive positive	POS	5
quần không y hình	NEG	1
sẽ ủng hộ cửa hàng nhiều nhé	POS	5
chất lượng sản phẩm tuyệt vời positive positive	POS	5
rất đáng tiền thời gian giao hàng rất nhanh	POS	5
áo bao đẹp luôn xinh quá trời cửa hàng cũng nhiệt tình tư vấn nữa positive positive positive	POS	5
áo chất hơi cứng	NEG	2
chất vải đẹp nhưng dáng váy hơi rộng positive	POS	4
k nâng được đáng bao nhiêu positive	NEU	3
sẽ ủng hộ cửa hàng dài dài positive	POS	5
tuy nhiên mẹ bầu được khuyên không nên mặc đồ lót tối màu mà cửa hàng gói cho màu đen thành ra notpos mặc  positive	POS	4
chất len mặc rất thoải mái positive	POS	5
chất lượng sản phẩm tuyệt vời positive positive	POS	5
mình rán cá mà nó bong nguyên mảnh sơn vào con cá độc thật	NEU	3
chất vải notpos  lắm	NEG	1
buồn cửa hàng giao hàng notpos  gì cat nagative	NEG	1
áo hơi mỏng nagative	NEU	3
nhận được áo rồi ạ positive	POS	5
tốt mua cửa hàng nhiều lần r positive	POS	5
quần chất rất đẹp giá cả hợp lý ok positive positive positive	POS	5
lỗi nagative	NEG	1
nói chung so với giá tiền ổn sẽ tiếp tục ủng hộ cửa hàng positive	POS	5
cửa hàng gói hàng cẩn thận và giao nhanh tư vấn nhiệt tình positive positive	POS	5
sản phẩm lỗ	NEG	1
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời positive positive positive positive positive positive	POS	5
gián chết la liệt nagative	POS	5
làm ăn không có trách nhiệm gì cả	NEG	1
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm chắc chắn cửa hàng phục vụ rất tốt positive positive positive positive	POS	5
tạm ổn vải nóng positive	NEU	3
tuyệt vời các bạn hãy cứ yên tâm mà mua nhé positive positive	POS	5
tiếng như điện thoại	NEU	3
bán hàng toàn up ảnh photo cửa hàng có cảm giác bị lừa tình nagative nagative	NEG	1
hơi rộng nagative nagative nagative	NEG	1
đẹp hết dức mong đợi positive	POS	5
đóng gói sản phẩm đẹp và chắc chắn áo và phần dây cột nơ ở ống tay áo hơi ngắn chút nhưng mà áo xinh positive positive positive nagative positive	POS	5
và đã mua ủng hộ cửa hàng lần 2	POS	5
4 rất đáng tiền positive	POS	5
áo mặc đẹp mn ạ positive	POS	5
đáng nhẽ là notpos  star nào ấy ạ	NEG	1
áo nhìn vậy mà mình mặc rộng quá lần sau mua sẽ mua sai nhỏ hơn thời gian giao hàng rất nhanh nagative	NEU	3
áo cỡ mình mà bé tí trẻ con mặc vừa positive đổi cỡ thì cửa hàng bảo giao hàng rồi trong khi đó thông báo của cửa hàng e là vẫn đang chuẩn bị hàng	NEG	1
hàng không giống hình ren và áo lại 2 màu trắng khác nhau mình rất notpos  chất vải cũng bình thường	NEG	1
chất lượng sản phẩm tuyệt vời rất đáng tiền đóng gói sản phẩm rất đẹp và chắc chắn positive positive positive positive	POS	5
áo len trắng tiểu thư cực mặc tôn dáng yêu sản phẩm này ghê positive nagative	POS	5
chúc cửa hàng làm ăn phát đạt positive positive positive positive	POS	5
với giá tiền cả hai áo em thấy đắt nagative	NEG	2
cảm ơn cửa hàng rất nhiều positive	POS	5
thời gian giao hàng rất nhanh	POS	5
chất lượng sản phẩm tạm được áo có vết bẩn positive positive	NEG	2
notnag   môi	POS	5
cửa hàng gì ao hang thieu 10000 vien nhua mau	NEG	1
đóng gói sản phẩm rất đẹp và chắc chắn positive positive	POS	5
áo đẹp chất sờ rất thích positive positive	POS	5
quần ghi sữa so với quần vàng nhạt 1 trời 1 vực	NEG	2
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn hang dung voi mau positive positive positive positive	POS	5
mặc cung ấm lắm positive	POS	5
chủ cửa hàng dễ thương nhiệt tình positive positive	POS	5
độ bền thì phải dùng mới biết	POS	5
giao hàng nhanh chóng 5star chất lượng positive	POS	5
áo màu hường notpos  lắm	NEG	1
màu không giống hình mô tả cho lắm đỏ hồng nhưng chấp nhận được positive	NEU	3
rất ok đẹp positive positive	POS	5
áo với quần đều đẹp ưng ý mình chủ cửa hàng rất nhiệt tình dễ thương positive positive positive positive	POS	5
chất lượng ok rất đáng tiền positive positive	POS	5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh positive positive positive positive positive	POS	5
ao gi ma mac vao vua nog vua ham mac không de ch yêu nhug lo mua oy dah ch yêu thui positive positive	NEG	1
chỉ thừa nhiều chất lượng sản phẩm tốt dáng váy đẹp nhưng bị lệch sống lưng khoảng 2phân positive positive positive nagative	NEU	3
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn positive positive positive positive	POS	5
cảm ơn cửa hàng positive	POS	5
hàng giao rata chậm nhưng vì âo mặc quá đẹp quá chuẩn so vơigiấ tiền nên tặng cửa hàng 5star nagative positive positive	POS	5
chất lượng sản phẩm tuyệt vời positive positive positive	POS	5
màu hồng nó notpos  vì lót trong màu đen	NEG	1
quần hơi nhỏ mặc chật nagative	NEG	2
vừa mỏng vừa thô ráp mặc thử rất dặm không biết giặt đi có đỡ ko nagative	NEG	1
chỉ may ẩu positive nagative	NEG	1
k nhăn	POS	5
chất lượng sản phẩm tuyệt vời hơi cứng positive positive	POS	4
mặc thoải mái positive	POS	5
chất lieu đẹp hang tot positive	POS	5
dùng để sào thì được chứ chiên rán notpos  vì nó hoàn toàn không chống dính positive	NEU	3
đóng gói sản phẩm rất đẹp và chắc chắn vải mịn hơi nóng sẽ quay lại positive positive positive	POS	5
chai xịt notpos xịt  hy vọng là hiệu quả positive positive	POS	5
nên không vô điện	NEG	1
vải notpos  đóng gói sản phẩm rất đẹp và chắc chắn positive positive	POS	4
đẹp lắm ạ positive	POS	5
áo gửi mình bị lỗi tay áo nhắn tin cửa hàng cũng không có phản hồi gì cả nagative nagative	NEG	1
đóng gói ok chất vải ok nhưng cửa hàng như kiểu thải các áo bị lỗi hay sao mà áo em bị rách nách trễ vai nhưng chỉ cần đưa tay lên buộc tóc là thành bó cổ luôn đề nghị cửa hàng xem lại positive positive nagative nagative nagative nagative	NEG	2
đóng gói sản phẩm rất đẹp và chắc chắn positive positive	POS	5
váy xinh positive	POS	5
giá cả phù hợp positive	POS	4
chất lượng sản phẩm tạm được đóng gói sản phẩm tạm được cửa hàng phục vụ tạm được giá cả chấp nhận được thời gian giao hàng nhanh positive positive positive positive positive	POS	4
mỗi tội mình lấy tăng 1 cỡ mà chỉ vưaf khít rút kn lần sau	NEU	3
tuy nhiên màu 01 mình notpos  lắm	NEG	2
thời gian giao hàng hơi lâu chất phù hơp gì với giá tiền	NEU	3
chất lượng sản phẩm tuyệt vời chị chủ rất nhiệt tình dễ tính positive positive positive	POS	5
chất dày hơn cỡ 95 nhưng dễ xù sau giặt	POS	4
thời gian giao hàng nhanh cửa hàng phục vụ khá tốt đóng gói sản phẩm chắc chắn positive positive	POS	5
chất coton siêu đẹp mịn mát positive positive	POS	5
cửa hàng cực dễ thương positive	POS	5
mùi dễ chịu chỉ tiếc là mỗi lần rút ra lại dính vào nhau khó lấy từng tờ nên hơi bất tiện mỗi khi dùng 1 tay nagative positive nagative nagative	POS	5
mua của cửa hàng 4 món cái gì cũng ưng cả positive positive	POS	5
hang trung quoc 1 san pham bi may loi	NEG	1
màu ngoài xấu nagative	NEG	1
hàng đẹp positive	POS	5
vừa in luôn vải đẹp mịn màng yêu cửa hàng hi positive positive positive positive positive positive positive positive positive positive	POS	5
cạn lời	POS	5
cho vào giặt lấy ra vẫn sạch tinh	NEG	1
hàng chất khá đẹp sẽ ủng hộ cửa hàng các sản phẩm khác trong thời gian tới positive	POS	5
chưa sử dụng nên notpos biết  ntn	NEU	3
dáng rộng và dài thích lắm positive	POS	5
quần dày dặn đẹp lắm sẽ ủng hộ cửa hàng positive	POS	5
thêm cái chủ cửa hàng tư vấn nhiệt tình sẽ ủng hộ dài dài positive positive	POS	5
sản phẩm giống hình	POS	5
cảm ơn cửa hàng nhiều positive	POS	5
đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền positive positive	POS	5
hơi mỏng vải nagative	NEU	3
áo rất ưng và vừa giá tiền đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt positive positive positive positive positive positive	POS	5
hàng y hình	NEU	3
vải mát chất cũng đẹp tuy nhiên áo mỏng dễ bị thấy áo trong positive nagative nagative	POS	5
phần số in trên áo notpos  lắm nhưng không ảnh hưởng gì cả dù sao thì chất lượng sản phẩm rất tốt rất đáng tiền positive positive	POS	5
chất liệu vải notpos  lắm cửa hàng phục vụ khá tốt positive	NEG	2
form đẹp hơn trong hình positive	POS	5
sản phẩm ok lắm ạ positive	POS	5
đúng là tiền nào của đó chơi hàng giả luôn positive nagative	NEG	1
mặc bộ quần áo nào cũng đẹp tự tin lắm positive	POS	5
áo đẹp giao hàng nhanh positive	POS	5
tuyệt vời luôn hàng đẹp chất lượng cửa hàng phục vụ rất tốt sẽ còn ủng hộ nữa positive positive positive positive	POS	5
